sentence,negativity,neutrality,positivity,compound
The red flag came about when he called me to help him with talking a few pics of a hub project he has been investing in ,0.0,0.895,0.105,0.4019
Told him to ask his close friends but he said that he trusted me ,0.0,0.659,0.341,0.7351
I then find it weird and cut him off after ,0.352,0.648,0.0,-0.4215
Now that i look back it seemed that all the images he had exchanged with me were either cropped photos or of low quality ,0.087,0.913,0.0,-0.2732
No money was lost but i just want it to serve as a reminder for everyone who is using dating apps and beware of such catfishing and love scams ,0.224,0.584,0.192,-0.0516
Stay alert at all times ,0.0,0.645,0.355,0.296
"Another scammer called in Chinese-Malaysian accent and said he lost his phone and continue asked me remember him when my boyfriend answered hello hello , the scammer quickly hung up his phone ",0.071,0.929,0.0,-0.3182
Not the first time I received similar tactic just different number ,0.0,0.874,0.126,0.0772
Without +65 The mobile is 81913609 ,0.0,1.0,0.0,0.0
"Typical job scam Claiming that they are from singSys, app developer company recruit agents to help to improve apps rating…Only need to click 40 times to earn about 60usd -200usd per day…Allowed me to withdraw money to my bank account after 40 clicks which they did..but after that they wanted me to recharge for 500usd. ",0.06,0.848,0.091,0.2263
As I sensed something was wrong and straight away rejected them and also blocked them on Whatsapp I just hope everyone can be very careful ,0.264,0.528,0.208,-0.4228
I just received a phone call stating that he is my friend and this is his new number ,0.0,0.757,0.243,0.5423
I keep questioning for his name until he cannot stand it and give me a fake name ,0.257,0.743,0.0,-0.5423
After listening to his name I hung up immediately ,0.0,1.0,0.0,0.0
marlene lee approached me on Telegram and claimed to be from Food &amp; Beverage international Holdings Pte. ,0.0,1.0,0.0,0.0
"Ltd. registration id 200718722C), and tried to promote a PT/FT job per follows We looking for more people to help us promote international cuisine and we need to graduaIIy increase the number of people to help the food businesses ",0.0,0.685,0.315,0.914
15-60mins ( 13-280+ ) daily Basic rate ( 3700+comm ) legit and won't affect you current employment#WFH She asked if I was a Singaporean/foreigner as well as my age ,0.0,0.913,0.087,0.2732
I played along and passed her incorrect information ,0.0,0.714,0.286,0.34
She later passed on my Telegram contact to an “agent” Stella +65 80465485 under the Next Big thing who would then tell me more details about this “job”. ,0.0,1.0,0.0,0.0
"At the point she asked me to register for an account at https://www.bundleapicious.com/web, which is clearly a scam website ",0.165,0.714,0.121,-0.25
I told them off to not try and scam people ,0.0,0.727,0.273,0.4585
I was matched with a lady by the name of adelaide via tinderi. ,0.0,1.0,0.0,0.0
after a short chat we decided to take it off platform and chat via whatsapp ,0.0,1.0,0.0,0.0
the chat was pleasant for 3 days until she decided to ask for help with her and job on 11 sep 2022 at 9.20pm. ,0.0,0.778,0.222,0.7184
She asked if I could help her by taking orders from mytheresa.singapore quoting her name as a recommended so that she could sleep earlier as she had a long day of work ,0.0,0.857,0.143,0.5423
I felt something was not right but proceeded to help as she say that she would do the first transaction ,0.0,0.835,0.165,0.5499
After which the price was going higher and higher so i decided to check scam alert and I actually found similar stories ,0.155,0.753,0.092,-0.3612
thereafter I ended the conversation and blocked the person ,0.231,0.769,0.0,-0.2732
Would like to warn people not to believe such job offers or helped an online friend to carry out jobs ,0.058,0.705,0.237,0.6486
I was first contacted on Telegram by a lady who offered me a food review job where i could work anywhere ,0.0,1.0,0.0,0.0
Followed by a reference to another lady name ‘Niki” through another telegram message explaining how the job works ,0.0,1.0,0.0,0.0
The company posted as the next big thing marketing company &amp; provided me with a website address ,0.0,1.0,0.0,0.0
(https://www.affordablecuis.com) the job is to rate food reviews &amp; there is a total of 32 evaluations each set ,0.0,1.0,0.0,0.0
The est set was free &amp; the merchant paid a commission to me of $13. ,0.0,0.798,0.202,0.5106
After that in order to continue to do the job you have to “renew” and deposit $116. ,0.0,1.0,0.0,0.0
They claimed that you can play a maximum of 4 sets daily every time you start a new set you have to deposit $116 into a bank account number that the company will give you through their so-called customer service telegram account ,0.0,0.907,0.093,0.4019
Every time the bank account number provided is different ,0.0,0.86,0.14,0.0772
They claimed that you can withdraw and get back all your money after you complete each set of 32 food evaluations ,0.0,1.0,0.0,0.0
however in each set there will be special delicacies where the amount started to get bigger &amp; bigger for you to deposit to continue ,0.0,0.895,0.105,0.4019
That's when I realised is a scam and stopped ,0.528,0.472,0.0,-0.6808
Received a call without a phone no appeared as no caller ID on my phone). ,0.0,0.744,0.256,0.4168
I picked up the caller pretended to be a recruiter from guvill.com and asked if i am employed and looking for a job ,0.0,1.0,0.0,0.0
I said i am unemployed and yes looking for a job ,0.0,0.722,0.278,0.4019
he got my resume which i dont know how ,0.0,1.0,0.0,0.0
"he asked me where i want to work in SG, us can ",0.0,0.885,0.115,0.0772
I said all is fine as i am feeling suspicious about him so i dont want to reveal which country i am in ,0.179,0.673,0.148,-0.1779
He has a very strong indian accent and his command of english is not very good ,0.136,0.677,0.187,0.243
When he asked me what is my current salary I didn't reveal but asked him what are jobs he has on hand now ,0.0,0.83,0.17,0.6486
he told me he has few jobs and asked me which is i am interested in i said none ,0.0,0.856,0.144,0.4019
then he moved on to said that applying for a job is not free ,0.184,0.816,0.0,-0.4023
this is when i confirmed my doubt earlier on is right i immediately hang up the phone ,0.152,0.848,0.0,-0.3612
I am wonder how he got my resume and now i am worried if my resume is leaked ,0.243,0.757,0.0,-0.5423
will report this to the police too ,0.0,1.0,0.0,0.0
Job seekers please be on high alert ,0.0,0.526,0.474,0.5423
scammers are targeting people who are looking for a jobs ,0.0,1.0,0.0,0.0
No legit job requires us to make an upfront payment first ,0.18,0.82,0.0,-0.296
"Met a Chinese guys named peter lee big handle peterlee.sg, now changed to szp_ytek, mobile 8544 1497) on Instagram and we switched to WhatsApp to chat ",0.0,1.0,0.0,0.0
We have a mutual follower who happened to be my friend and i got to know from my friend that she has lost money due to the crypto investments introduced by him ,0.064,0.756,0.179,0.6249
He told my friend that he also lost all his money in the investments and have sold his house and car to pay his debts which of course were fake as he was chatting with me telling me he stays in condo and sent me photos of a boxing fitness studio and minimart that he has invested in miami ,0.104,0.814,0.081,-0.128
He also sent me videos of him in his care eating at restaurants and going shopping which I believed were his tactics to convince me that he is real ,0.0,0.833,0.167,0.6369
In the first week of chatting mainly in chinese he started telling me that he is interested in me and we started talking about crypto investments a topic that he broached ,0.0,0.915,0.085,0.4019
I shared that i am curious and he sent screenshot of pledge mining pool and asked if i wanted him to teach me ,0.0,0.793,0.207,0.5719
When i didn't give him the time for him to teach me he turned verbally abusive ,0.231,0.769,0.0,-0.6369
I also managed to find out that he is using photos of a malaysian model jae loo). ,0.0,1.0,0.0,0.0
I sent him a screenshot of the Malaysian model ig and a message to expose him and blocked him after i made a police report ,0.171,0.829,0.0,-0.4019
Always be careful not to trust online friends blindly ,0.202,0.448,0.351,0.2495
I was contacted via LinkedIn private message by a person claiming to be from a recruitment agency ,0.0,1.0,0.0,0.0
Below is the message This is Estella from Morgan mckinley ,0.0,1.0,0.0,0.0
i'm reaching out as i'm working on a manager [role] role within the [industry] and thought you might be a good fit ,0.0,0.702,0.298,0.7351
Would you be available for an exploratory chat tomorrow or thursday ,0.0,1.0,0.0,0.0
I can also be reached on WhatsApp at +65 932348??! ,0.0,0.796,0.204,0.2621
:) cheers Estella Estella alias got Recruiting the best Marketing and Digital professionals across South East Asia ,0.0,0.576,0.424,0.8834
"On 13 Sep 2022, roughly around 5:50pm an unknown number called claiming that he was one of my friends ",0.0,0.794,0.206,0.5267
Wanted me to guess who he was ,0.0,1.0,0.0,0.0
Apart from that saying he lost his phone and wanted me to save his new contact number ,0.111,0.673,0.216,0.296
I'd received a ground phone call with recorded message informing me that i did not reply a number of their calls on requesting to go for booster vaccine shot ,0.047,0.953,0.0,-0.0572
After I pressed the number for a particular language a man answered ,0.0,0.86,0.14,0.0772
"But instead of providing relevant info on the booster shots he kept asking for my personal handphone no., this raised my suspicion so i questioned him if this is a scam ",0.293,0.707,0.0,-0.8945
He hung up immediately ,0.0,1.0,0.0,0.0
fortunately i did not provide him any important info other than my name in English and mandarin ,0.0,0.893,0.107,0.2023
To think of it this guy is not pro enough acting like an authoritative figure which exposed him ,0.066,0.808,0.126,0.296
i received a call from 8933 0954. ,0.0,1.0,0.0,0.0
He called me and ask me to guess his name.. after informing that i cant recognise him he keep insisted me to try hard ,0.06,0.94,0.0,-0.1027
Until I stated a name he said it was correct ,0.0,1.0,0.0,0.0
he said he lost his wallet and phone hence the number is different ,0.158,0.753,0.089,-0.25
He mentioned that he set up a new business and want to invite me to his opening on a certain day ,0.0,0.762,0.238,0.4588
I told him to send me the address and date ,0.0,1.0,0.0,0.0
He called me again today and inform me that he is still doing setting his bank atm card and ice ,0.0,1.0,0.0,0.0
He told me that he got stocks coming to so hence he ask me to do the payment(5k~6k) for him ,0.0,1.0,0.0,0.0
i told him to come meet me up and collect cash as it is inconvenience for me to do the transfer ,0.116,0.884,0.0,-0.3612
He kept asking me to deposit into the bank account ,0.0,1.0,0.0,0.0
I believe the scammer might see this as well ,0.0,0.769,0.231,0.2732
"I wanted to tell him this nice try""! ",0.0,0.629,0.371,0.5487
To summarise 1) Avoid any incoming calls starting with +65 2) Even if you have picked up such incoming calls &amp; the caller is introducing himself from any loan company plus end the call ,0.062,0.937,0.0,-0.296
Be prepared that they will continue to text you ,0.0,0.808,0.192,0.2263
You will need to be firm by ignoring them or blocking many unknown incoming phone numbers ,0.275,0.725,0.0,-0.6486
